,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,distance
34408,7731933,Cosy room close to Eiffel Tower,40629363,Kate&Luz,,Passy,48.860747515866784,2.283571162481828,Private room,40,1,16,2016-07-02,1.6,1,72,690.12
18596,3873055,25m2 studio + garden - Eiffel tower,6753393,Vincent,,Vaugirard,48.85277301484597,2.2963369560261238,Entire home/apt,60,1,1,2014-11-10,0.05,1,0,689.64
34223,621629,Trocadero 5min from Champs Elysees,3081016,Benjamin,,Passy,48.86426597723543,2.289346086017704,Entire home/apt,169,3,19,2015-05-02,0.42,1,352,689.63
16529,2508169,Lovely 1br with incredible Eiffel Tower view,4095516,Carole,,Vaugirard,48.852384479495925,2.294702292625898,Entire home/apt,50,3,5,2016-06-17,0.22,1,42,689.0
34386,8730006,Trocad?ro - Modern apartment,17366993,Karine,,Passy,48.86443850842577,2.290407537796954,Entire home/apt,79,4,1,2015-10-25,0.12,1,13,688.26
16177,11816099,"Parisian studio, Eiffel Tower view",5953464,Nina,,Vaugirard,48.85218790680191,2.2920396440992303,Entire home/apt,90,2,0,,,1,58,688.06
3530,13106808,Petit studio de charme ? c?t? de la tour Eiffel,37675056,Matthieu,,Palais-Bourbon,48.85742751898478,2.3015782830490865,Entire home/apt,80,2,1,2016-05-26,0.75,1,20,687.81
34426,3145080,Bel appartement lumineux Paris 16,15966939,Milla,,Passy,48.86209140589686,2.2847772769754866,Entire home/apt,78,1,72,2016-06-23,2.85,1,16,687.56
33065,1101979,* Modern Flat in Paris Trocadero *,6053288,Romain,,Passy,48.861056759479844,2.283820050982396,Entire home/apt,58,3,17,2016-05-03,0.58,15,119,687.54
33373,2300148,116131 - Trocad?ro 1Br Apt,2667370,Parisian Home,,Passy,48.86437503057887,2.2900293361418016,Entire home/apt,247,7,0,,,139,332,687.47
19247,6948902,Studio proximit? Tour Eiffel,36433025,Virginie,,Vaugirard,48.852327905372256,2.294227862756393,Entire home/apt,60,1,1,2015-07-13,0.08,1,0,687.08
4242,320520,1 BR Apt 7e Eiffel Tower Invalides,1146395,I.Antonio,,Palais-Bourbon,48.85849099771856,2.3016740826488205,Entire home/apt,125,7,14,2016-06-22,0.27,1,351,686.84
16892,1359319,EIFFEL TOWER - Beautiful Apartment,7377459,Margaux,,Vaugirard,48.85222348838802,2.292967918174883,Entire home/apt,42,1,91,2016-02-20,2.64,1,211,685.67
4560,3777374,Amazing View on the Eiffel Tower,19372155,Francesco,,Palais-Bourbon,48.857770969151744,2.3016143080589173,Entire home/apt,366,4,69,2016-06-30,3.22,1,13,685.63
4098,13635917,Deux chambre proche Tour Eiffel 6pl,59461967,Ana,,Palais-Bourbon,48.85364575227085,2.298302382802675,Entire home/apt,120,1,0,,,1,143,685.59
34610,13170204,ROOM NEAR EIFFEL TOWER  PASSY,36511418,Patricia,,Passy,48.858367577823905,2.282920553573714,Entire home/apt,32,1,4,2016-07-03,4.0,1,174,685.25
18607,13228258,Quiet Parisian flat near Eiffel Tower,74255633,Fanny,,Vaugirard,48.85266748287228,2.2887724430567804,Entire home/apt,75,2,3,2016-06-14,2.57,1,183,684.62
4779,2301306,Eiffel Tower -   studio,11753337,Jean,,Palais-Bourbon,48.85658503031942,2.3012282710854524,Entire home/apt,72,2,101,2016-06-14,3.45,1,139,683.68
17633,5753359,Charming flat near the Eiffel Tower,13451161,Maguelone,,Vaugirard,48.852242496125605,2.292986752074939,Entire home/apt,95,2,12,2016-06-13,0.87,1,15,683.67
4634,12940832,Clean & Cozy 1 bedroom near the Eiffel Tower,26071020,Anna,,Palais-Bourbon,48.85694311745578,2.301374351785684,Entire home/apt,100,5,1,2016-05-31,0.86,1,352,683.56
4156,11179774,NEW:1 BR luxury flat / Eiffel Tower,58184191,Julien,,Palais-Bourbon,48.857514517651175,2.301537898947817,Entire home/apt,140,2,9,2016-07-01,3.51,1,157,683.47
3524,7399522,Quiet place next to the EiffelTower,37911726,Rapha?lle,,Palais-Bourbon,48.85680326167923,2.3013149729295583,Entire home/apt,95,1,0,,,1,0,683.15
35024,2447245,RIVER VIEW FLAT NEXT EIFFEL TOWER,2487006,Gaspard,,Passy,48.854953700294026,2.284542340713516,Entire home/apt,300,3,29,2016-06-19,2.26,1,210,682.4
17923,1284391,"Tour Eiffel, familial - 90 m2-",6980812,Nadia,,Vaugirard,48.852748685688006,2.2960119135751187,Entire home/apt,160,3,0,,,1,0,682.25
18396,3491695,Beau studio a 10mins de tour Eiffel,17583517,Asselin,,Vaugirard,48.85225267396245,2.291681817097313,Entire home/apt,50,3,10,2016-06-17,0.42,1,152,682.06
34468,10875032,Magnifique 3 pi?ces ds le 16 eme,56341824,Ruddy,,Passy,48.85627428055057,2.2835340609720842,Entire home/apt,100,7,5,2016-06-15,1.3,1,336,681.6
35614,1707572,studio TROCADERO TOUR EIFFEL PASSY ,3146321,Orianne,,Passy,48.8643564680159,2.2902858510909314,Entire home/apt,75,3,65,2016-06-27,2.19,2,293,681.19
33970,8349461,Charmant 2 p. Troca vue tour eiffel,6133852,Jb,,Passy,48.864469141836736,2.29136019190104,Entire home/apt,70,1,2,2016-01-02,0.21,1,0,681.18
4305,5710608,Chambre tout confort - tour effeil,28964556,Christian,,Palais-Bourbon,48.85685856572049,2.3013034134167123,Private room,55,1,19,2016-06-18,1.26,4,334,680.78
3548,2293842,107241 - Champs de Mars 1Br Apt.,2667370,Parisian Home,,Palais-Bourbon,48.860623697062366,2.3009386068876734,Entire home/apt,164,3,0,,,139,329,680.56
33762,9307548,? Luxurious Flat- Trocad?ro ?,36438713,Lison,,Passy,48.86436210862442,2.29046884828785,Entire home/apt,200,4,0,,,1,63,679.05
34757,3777544,Lux 3 BR family flat @?Eiffel Tower,6338398,Terry,,Passy,48.861990899574636,2.2848188484153247,Entire home/apt,289,1,44,2016-06-12,1.92,2,356,678.45
34508,12838884,Charming apartment Eiffel Tower,66173416,Genevieve-Raymonde,,Passy,48.85835057906697,2.2830170843005235,Entire home/apt,120,5,0,,,1,295,678.19
34594,3077992,Cosy place near Eiffel Tower,12925739,Cyrille,,Passy,48.864466195949184,2.2918920756839265,Entire home/apt,85,3,93,2016-06-27,3.67,1,326,678.08
4225,13161925,Chambre priv?e 1 ou 2 pers. FANZONE - Tour Eiffel,73504520,Tofinho,,Palais-Bourbon,48.85954345294596,2.301383174169904,Private room,75,1,8,2016-06-30,8.0,2,86,678.02
35555,427220,Charming60sqmFlat -10minEiffelTower,2071373,Marie,,Passy,48.859897343649756,2.2833158986212982,Entire home/apt,111,2,6,2015-05-09,0.12,1,336,677.83
4523,6796061,FLAT-EIFFEL TOWER-CHAMPS ELYSEES,17723855,Chlo?,,Palais-Bourbon,48.85998629488162,2.301215185667505,Entire home/apt,150,1,0,,,1,347,677.3
19023,4964586,Charmant 2 pi?ce proche tour eiffel,25592402,Mahaut,,Vaugirard,48.85308808466199,2.296887931629644,Entire home/apt,75,1,8,2015-12-27,0.79,1,0,677.28
33029,9244645,EiffelTower Trocad?ro Passy sofabed,40155793,Caraka,,Passy,48.85920328982331,2.2831202765633583,Private room,45,1,14,2016-06-15,1.74,3,363,676.95
4444,13760618,Charmant studio au c?ur du 7eme,80670802,Camille,,Palais-Bourbon,48.857399520759856,2.30142064204975,Entire home/apt,95,1,0,,,1,365,676.9
34347,4400613,Large Apartment Eiffel Tower,4593397,Armelle,,Passy,48.858148614638246,2.2830412447941657,Entire home/apt,125,5,8,2016-06-15,0.43,4,295,676.88
18053,6128755,Sunny 38m? near Eiffel Tower,5719433,Ahmed,,Vaugirard,48.85264041910837,2.295386192586636,Entire home/apt,90,5,14,2016-06-28,1.04,1,21,676.62
18664,5700591,Sufffren Tour Eiffel,14620903,Alain,,Vaugirard,48.85269330283175,2.2955600736926827,Entire home/apt,381,3,18,2016-07-01,1.37,4,2,675.48
33667,3102219,Charming studio close to Trocadero ,15772230,Mich?le,,Passy,48.86230625738782,2.285251205004632,Entire home/apt,85,4,3,2016-01-05,0.12,1,365,675.4
33717,4592124,Trocad?ro Passy Tour-Eiffel ,23804197,Sara,,Passy,48.86232203037565,2.2852930085864878,Entire home/apt,85,4,5,2016-01-03,0.27,1,0,674.21
16145,13794099,Honeymoon in Paris,81070788,Victor,,Vaugirard,48.85295124845921,2.288170926424212,Entire home/apt,150,1,0,,,1,40,673.97
35356,7294902,Studio moderne sous les toits,38208903,Arthus,,Passy,48.864332287556714,2.2906150910793235,Entire home/apt,44,20,7,2016-04-08,0.76,1,21,673.77
35255,7014217,Studio ? deux pas de la Tour Eiffel,15880399,Nourchene,,Passy,48.855663077213364,2.2840605695101623,Entire home/apt,79,2,4,2015-10-01,0.33,1,363,673.11
16144,13148549,"Bright & quiet apartment, next to the Eiffel Tower",26917044,Cl?mence,,Vaugirard,48.85232424910122,2.292150854127706,Entire home/apt,171,2,0,,,1,4,672.73
4782,4529204,Charming apart tour Eiffel view,10263162,Josephine,,Palais-Bourbon,48.859056289586036,2.3014117923355166,Entire home/apt,200,3,3,2016-05-09,0.16,2,310,671.82
17355,13628824,A deux pas de la Tour Eiffel,206189,Nicolas,,Vaugirard,48.852376921664685,2.291227182035449,Entire home/apt,100,1,0,,,1,0,671.3
16118,5567541,Eiffel Tower apartment for 2- 50sqm,2288803,Fabien,,Vaugirard,48.852696947725704,2.289166500673673,Entire home/apt,192,5,0,,,155,304,671.24
18576,8592783,Apart Cosy ? 5min de la Tour Eiffel,18413609,Christelle,,Vaugirard,48.852339351052024,2.2923975509151027,Entire home/apt,90,2,4,2016-01-31,0.59,1,356,671.03
35685,10374881,Cosy flat close to Eiffel Tower,50647612,Julien,,Passy,48.86397730854437,2.2888881945210486,Entire home/apt,60,1,18,2016-06-12,3.44,2,342,670.89
18427,5718452,Appartement proche tour Eiffel,15972175,Guillemette Et Bertrand,,Vaugirard,48.8527399783579,2.2890178185437384,Entire home/apt,120,3,59,2016-06-17,4.06,1,310,670.55
18269,9658614,"New & bright flat, 5' from Eiffel",39540124,Maxime,,Vaugirard,48.852426123007234,2.2908248271631915,Entire home/apt,111,2,2,2015-12-10,0.29,1,0,669.93
33066,9732317,Quartier/Area Trocad?ro,14242777,Judith,,Passy,48.862263599753106,2.2853065844860065,Entire home/apt,75,3,3,2016-06-16,1.07,1,283,669.24
18179,12663946,Demeure au pied de la Tour Eiffel,21440500,Mehdi,,Vaugirard,48.85252477178871,2.2902704829627702,Entire home/apt,120,1,1,2016-06-22,1.0,1,365,666.89
34630,12165235,Nice studio near Eiffel Tour,25685334,Jules & Jim,,Passy,48.85771812197457,2.2832325809963074,Entire home/apt,53,1,0,,,2,0,666.42
4473,378981,Lovely apartment near Eiffel Tower,641748,Leslie & Damien,,Palais-Bourbon,48.85345334398965,2.2974651976763245,Entire home/apt,88,2,49,2016-06-14,0.95,1,298,665.46
34603,7064357,60sqm near Eiffel Tower-Trocadero,37038879,Eve,,Passy,48.85543810901435,2.2843620226370334,Entire home/apt,251,4,0,,,1,299,665.38
35598,9981176,studio / SCHEFFER,39922748,Clara,,Passy,48.86054053572488,2.2838101711538257,Entire home/apt,80,1,0,,,64,365,665.32
3692,12313141,View at Eiffel Tower flat,66412114,Valerie,,Palais-Bourbon,48.85702536343804,2.3011469922237118,Entire home/apt,110,1,4,2016-06-18,2.14,3,9,665.27
16156,1904384,Appartement 8 couchages Tour Eiffel,9636414,Marc,,Vaugirard,48.85239501129127,2.2925705262065335,Entire home/apt,130,5,27,2016-06-27,0.89,1,113,665.11
17430,3533405,"2 bedrooms, 5' walk Tour Eiffel",17731413,Diana,,Vaugirard,48.85326185225106,2.2875982043185825,Entire home/apt,130,2,9,2015-12-27,0.39,1,21,663.9
5113,9523531,Lovely flat front of Eiffel Tower,4361616,Bertrand Chagnaud,,Palais-Bourbon,48.85814282201585,2.3013495426107977,Entire home/apt,191,1,12,2016-05-20,1.71,1,330,663.47
17364,4846065,Appartement au coeur de Paris,24935791,Thibault,,Vaugirard,48.85305946220328,2.2881927384721448,Entire home/apt,99,7,0,,,1,0,662.5
35778,2104924,Cosy Fully Equipped Studio - Passy,7277400,Lison,,Passy,48.85559016903606,2.2842845543090182,Entire home/apt,80,5,21,2016-06-29,1.9,1,12,662.25
35203,1908298,"T2 de 35m2, Passy, vue Tour Eiffel.",9903117,Laurent,,Passy,48.857547249275854,2.283337133848232,Entire home/apt,150,1,0,,,1,365,661.19
33794,3475228,Appart' Tour Eiffel/Trocadero ,13741733,John,,Passy,48.863746725532415,2.2884158292386614,Entire home/apt,75,2,2,2015-05-05,0.08,1,316,661.19
16185,2046015,Duplex 10 min from Eiffel Tower ,10489329,Jean-Christophe,,Vaugirard,48.852448348265455,2.293036665514121,Entire home/apt,210,3,39,2016-06-14,1.59,1,274,661.14
18209,9005532,Studio cosy proche Tour Eiffel!,47028018,Virginia,,Vaugirard,48.85245417791558,2.29289003661132,Entire home/apt,45,2,1,2015-11-07,0.12,1,0,659.69
33344,9276609,Trocadero/Eiffel tower studio,48175063,Sandro,,Passy,48.86402325213623,2.289545942427499,Entire home/apt,80,2,30,2016-06-25,5.0,1,326,659.44
4985,7503589,Appartement au pied Tour Eiffel,6158597,Florence,,Palais-Bourbon,48.86016122714354,2.300880916524094,Entire home/apt,121,5,2,2016-01-03,0.19,1,18,659.35
4824,6879654,Paris at the Eiffel Tower !,35614647,Rosalie,,Palais-Bourbon,48.858704301540925,2.30127001166998,Entire home/apt,80,5,1,2015-08-07,0.09,1,25,658.18
3744,13678326,Near TOUR EIFFEL,79618192,Jacqueline,,Palais-Bourbon,48.86069722370525,2.300557418315892,Private room,49,2,0,,,1,52,657.87
3807,8272127,Eiffel Tower amazing view,8816961,M. Achraf,,Palais-Bourbon,48.85952272009251,2.3011053503822305,Entire home/apt,901,1,3,2015-10-06,0.31,31,365,657.63
19236,1983749,G15581 Renovated studio EiffelTower,3971743,Diane,,Vaugirard,48.853465061422966,2.2872812275308108,Entire home/apt,80,21,0,,,55,0,657.3
33068,4844035,Tour Eiffel / Trocadero,24926580,Mariemel,,Passy,48.862052306279466,2.285263254702583,Entire home/apt,150,4,54,2016-06-19,3.3,1,299,656.78
33144,9969095,Studio Passy Trocad?ro Tour Eiffel,51227462,Martin L.,,Passy,48.859626828964025,2.2835268272124423,Entire home/apt,55,2,1,2016-01-01,0.16,1,0,655.86
34283,10554008,The place to be in Paris,54433567,Amandine,,Passy,48.8574232606146,2.2834457829121155,Entire home/apt,350,2,4,2016-05-29,0.99,1,259,655.41
34817,7835030,Loft Trocadero,41258476,Ben,,Passy,48.86390993059495,2.289224776115433,Entire home/apt,169,3,0,,,1,365,655.11
15997,4545017,Beau studio 26m2 ? la tour Eiffel ,23335668,Julien & Ninette,,Vaugirard,48.85300206523291,2.295938870562204,Entire home/apt,120,2,80,2016-06-27,4.06,2,322,654.31
34174,12374767,75 m? entre trocad?ro et passy,66872307,Philippe,,Passy,48.86097982319548,2.2842717869896147,Entire home/apt,139,1,3,2016-06-26,1.64,1,33,654.08
17234,1385113,Stunning view from our design apart,5274154,Susanna,,Vaugirard,48.85346193036415,2.2972050383021343,Entire home/apt,391,14,0,,,1,363,654.01
34716,8498204,Trocadero apartment with great view,13939166,Anthony,,Passy,48.85806647901936,2.283368916897184,Entire home/apt,325,1,0,,,1,344,653.34
15985,2911021,Beautiful 1BR at Eiffel Tower,14823291,Nada,,Vaugirard,48.85307929940149,2.2961553748846693,Entire home/apt,99,4,12,2016-01-05,0.47,1,39,653.19
19372,8914494,12th floor in front of Eiffel Tower,46622015,Gaylord,,Vaugirard,48.85273910398132,2.2897650776036387,Entire home/apt,181,3,1,2015-11-12,0.13,1,0,653.14
5099,2760625,Eiffel Tower 55m2 1BDR,58150,Vinicius & Eduardo'S,,Palais-Bourbon,48.85956875397529,2.3010233136931357,Entire home/apt,100,4,31,2016-06-16,1.17,24,304,652.77
33393,8640697,Deluxe Eiffel Tower 40m apartment,45427625,Apt16eme,,Passy,48.86398758838579,2.28969584152378,Entire home/apt,120,3,13,2016-06-18,1.44,1,320,652.4
33566,12831471,T2 Appartement Haussmanien Trocadero,70032609,Chlo?,,Passy,48.8631243798409,2.2871021982045017,Entire home/apt,99,2,2,2016-06-30,2.0,1,363,650.34
33899,13259459,Chambre id?alement situ? proximit? Tour Eiffel !,11987238,Valentine,,Passy,48.85831098381063,2.2834045428833667,Private room,100,1,1,2016-06-30,1.0,2,89,649.88
3626,2761237,Amazing room close to Eiffel Tower!,14121627,Catherine,,Palais-Bourbon,48.85800585595566,2.301147604943244,Private room,73,2,53,2016-06-23,2.12,2,349,649.49
33079,6791812,Bel appart.53m2 Paris Trocadero,35553321,Ian,,Passy,48.86196111023739,2.285302448652509,Entire home/apt,95,1,4,2016-05-08,0.35,1,30,648.25
4700,13383757,Nice apartment near the Eiffel Tower,76081399,Olivier,,Palais-Bourbon,48.853857121081155,2.297883760037487,Entire home/apt,181,5,0,,,1,0,647.96
34477,8121197,Luxury 3 Bedroom Eiffel Tower 130m2,42886008,Marilou,,Passy,48.85791043214152,2.283464238419564,Entire home/apt,300,2,33,2016-06-23,3.56,1,310,647.53
35256,3212680,Charming apartment in Trocadero,16236346,Anna,,Passy,48.86372010783391,2.2888129905010803,Entire home/apt,95,1,23,2016-06-12,0.94,2,61,646.55
34615,7490806,Appartement de standing Trocadero,36212091,Tatiana,,Passy,48.86381920247813,2.2891925850419668,Entire home/apt,181,1,0,,,1,365,646.46
35039,7426930,Appartement RDC sur jardin,38903771,Laurent,,Passy,48.86114151897331,2.2845178145630287,Entire home/apt,200,7,0,,,1,0,646.36
33364,11428839,Artist'sFlat Trocadero/Eiffel Tower,32201584,Sylvia Dominique,,Passy,48.862966730672724,2.2868735961306625,Entire home/apt,90,3,2,2016-05-21,0.65,1,323,646.29
33106,9161452,Trocad?ro home sweet home au calme,47688971,Chlo?,,Passy,48.86181568514471,2.2851789552511708,Entire home/apt,265,5,0,,,1,0,645.68
18304,9517573,"Nice and cosy 45m2, Eiffel tower",15003898,Agathe,,Vaugirard,48.85261794460204,2.2911687536873893,Entire home/apt,85,2,4,2016-06-05,0.58,1,102,645.21
34963,5071946,Stay in most secure Paris area,10207426,Chris,,Passy,48.86168277912961,2.285043453863868,Entire home/apt,75,30,39,2016-01-27,2.53,1,180,645.15
3795,4281017,EiffelTower : elegant & unique flat,22226519,Virginie,,Palais-Bourbon,48.86056076519357,2.3004437910890587,Entire home/apt,751,6,0,,,2,0,644.36
4753,8861349,30% OFF Cosy Studio | Eiffel Tower,7416628,New,,Palais-Bourbon,48.85796460301894,2.301049689916212,Entire home/apt,74,1,44,2016-06-23,5.41,1,62,642.65
17360,4322110,Eiffel Tower 5 mn - charming flat,22440706,Leslie,,Vaugirard,48.85336760336342,2.2879006590558397,Entire home/apt,125,2,0,,,1,339,642.53
35006,6380262,Charming flat in Trocadero (II),16236346,Anna,,Passy,48.86397581373824,2.290143801963972,Private room,65,1,22,2016-06-19,1.71,2,360,642.37
33349,12824703,NEW STUDIO PARIS TROCADERO / EIFFEL TOWER,69967278,Kevin,,Passy,48.863137609855954,2.287336433339584,Entire home/apt,95,2,4,2016-06-27,4.0,1,291,641.71
18826,13072027,"Cosy parisian flat, 5 min walk from Tour Eiffel",5512840,Alice,,Vaugirard,48.85272319258167,2.2940436352649525,Entire home/apt,200,1,0,,,1,0,641.3
4114,2258219,Holidays in front of Eiffel Tower,3234064,Yassine,,Palais-Bourbon,48.855143261495975,2.2995356516095407,Entire home/apt,140,1,5,2016-06-12,0.17,2,349,640.49
17886,5885778,Cosy flat Metro Tour Eiffel,20713334,Alienor,,Vaugirard,48.852682644156005,2.2910177544881,Entire home/apt,130,2,47,2016-06-14,3.1,2,330,639.59
35020,9001334,Grande chambre +sdb vue Tour Eiffel,42936712,Lara,,Passy,48.86149731509894,2.2849467616945125,Private room,97,2,11,2016-06-03,1.43,1,41,639.54
17534,6543718,Cozy 2 beds & 1 lounge Eiffel Tower,7928403,Sa?d,,Vaugirard,48.85271213673182,2.2937971041877705,Entire home/apt,160,2,9,2016-05-01,0.81,1,0,639.14
34761,11967159,AMASING FLAT!! NEXT TO EIFFEL TOWER,1432014,Gennadiy,,Passy,48.85660682734346,2.2839813591336604,Entire home/apt,80,3,15,2016-06-30,5.17,6,353,638.62
3825,4703775,LOVELY FLAT EIFFEL TOWER PARIS,24315269,Laetitia,,Palais-Bourbon,48.86035825423333,2.3004769367363616,Entire home/apt,191,2,0,,,2,357,638.47
4077,9854671,Cosy Studio Tour Eiffel Paris 7eme,50730030,Michael,,Palais-Bourbon,48.85748051700515,2.3009009668434937,Entire home/apt,69,5,1,2016-01-03,0.16,2,314,637.94
33488,4439941,Lovely apartement at Trocadero,23045476,Alexander,,Passy,48.861817864610174,2.2853215999217307,Entire home/apt,84,1,53,2016-06-26,3.03,1,55,637.45
35150,6082420,Cosy flat - Trocad?ro/Eiffel tower,14804564,Faty,,Passy,48.862618757031356,2.2864384994133125,Entire home/apt,100,3,17,2016-01-02,1.19,1,11,637.1
35320,3598212,Joli studio pr?s du Trocad?ro ,15807759,Emma,,Passy,48.864061680994695,2.2912814212379757,Entire home/apt,84,3,0,,,2,336,636.75
35673,12342089,Appartement Cosy quartier Trocad?ro,42813100,Stephanie,,Passy,48.8639736902081,2.290474821215186,Entire home/apt,70,7,1,2016-06-06,1.0,1,181,636.66
4860,7392942,Eiffel Tower View Apartment,4077022,Mary,,Palais-Bourbon,48.856690039232,2.3005962757900265,Entire home/apt,120,5,14,2016-05-14,1.46,1,240,636.05
16125,9305002,Appartement BirHakeim,48305032,Manon,,Vaugirard,48.853794988785104,2.2870808491591412,Entire home/apt,601,1,3,2016-03-26,0.4,1,364,635.84
33343,6245091,LITTLE APARTMENT NEAR EIFFEL TOWER,32423991,Guillaume,,Passy,48.86403711485514,2.291096516542757,Entire home/apt,29,1,53,2016-06-14,4.4,1,54,635.75
4924,5677891,charming studio at tour eiffel,26340233,Arnaud,,Palais-Bourbon,48.85778014482973,2.3009257746466285,Entire home/apt,80,2,6,2016-06-22,0.89,1,87,635.41
19344,3675612,Charmant studio ? champs de mars,18664080,Nesrine,,Vaugirard,48.85269497711477,2.29322548369752,Entire home/apt,85,1,5,2015-10-27,0.51,1,0,635.15
3689,12563526,Logement 57 m2 calme Tour Eiffel,3921394,R?my,,Palais-Bourbon,48.85400831073457,2.297882269877363,Entire home/apt,100,3,7,2016-06-24,3.62,1,279,634.95
4949,9725384,Stunning view Eiffel Tower (Share),40781895,William,,Palais-Bourbon,48.85689117999489,2.3006459661806247,Shared room,30,1,25,2016-05-26,3.66,2,119,633.34
34231,3206338,Bel appartement de 120 M2 ? Passy ,15928606,Catherine,,Passy,48.85670187070959,2.284013266719749,Entire home/apt,381,5,0,,,1,0,633.22
33140,4693902,Luxury Apartment Eiffel Tower,4263326,Stefany,,Passy,48.86166957798376,2.2852328637179387,Entire home/apt,150,1,93,2016-06-14,4.87,3,311,632.97
3732,7150897,Appartement Tour Eiffel,37450286,Thierry,,Palais-Bourbon,48.85657755255186,2.300491931607535,Entire home/apt,80,7,0,,,1,0,632.59
18463,6634783,Charm balcony Eiffel & AV suffren,76355,Suomi And Prestigious Team,,Vaugirard,48.85353338475329,2.2968244241266023,Entire home/apt,146,4,0,,,23,235,632.34
34498,7333692,Chambre priv?e ? Paris,38422653,Marion,,Passy,48.857387690508396,2.2837752580866018,Private room,45,2,0,,,1,0,632.3
17690,4308679,SUFFREN EIFFEL TOWER 40 Sqm 4 pers,3526360,Chantal,,Vaugirard,48.85322228775425,2.295908530370064,Entire home/apt,110,7,0,,,11,288,631.1
32941,546396,Magnificent view on Eiffel Tower,2012441,H?l?ne,,Passy,48.856511121357215,2.2841512704276457,Entire home/apt,401,3,9,2015-08-31,0.19,1,98,630.22
15794,7443697,Studio overlooking to Eiffel Tower!,36378674,Ruth,,Vaugirard,48.85309170808225,2.2954043415803302,Entire home/apt,84,2,70,2016-06-17,6.25,1,334,630.04
34458,13103164,Charming studio Passy near Eiffel Tower,51445793,Cl?mence,,Passy,48.858778158255646,2.2836997357895927,Entire home/apt,45,1,2,2016-06-18,1.71,1,306,629.85
17048,3417891,"Eiffel Tower - charm, sweet, safe",9618415,J?r?me,,Vaugirard,48.85288751355139,2.290179304611744,Entire home/apt,26,5,42,2016-01-09,1.72,2,7,629.22
3750,4371304,Shared room view on Eiffel Tower,4640609,Fabrizio,,Palais-Bourbon,48.85720596813694,2.300696054863672,Shared room,30,1,26,2016-06-13,1.33,2,0,628.72
33388,9800614,? AMAZING VIEW - Eiffel Tower ?,50502817,Damien,,Passy,48.86401988771539,2.2926765617498357,Entire home/apt,140,4,20,2016-06-25,3.47,1,124,628.48
16108,13068610,Appart confortable ? 10 min de la Tour Eiffel,72433935,Antoine,,Vaugirard,48.853491664265725,2.2879628624292856,Entire home/apt,120,1,0,,,1,0,628.31
33390,13228855,Vue Tour Eiffel / Seine Panoramique! Exceptionnel!,4325616,J?r?my,,Passy,48.8640023828336,2.292962966634596,Entire home/apt,300,2,0,,,1,182,627.84
16171,3621325,Euro 2016 - 2 bdr. 60 m2 Wifi - close Eiffel Tower,11070123,Isabelle,,Vaugirard,48.85274856952019,2.2928836879811345,Entire home/apt,115,5,28,2016-06-25,1.28,1,101,626.99
16109,12166012,Appartement ? Paris,59294698,Arnaud,,Vaugirard,48.852780417302725,2.291209910066797,Entire home/apt,199,1,0,,,1,365,626.91
18497,8532892,Unique Flat 33m2 near Eiffel Tower,15089963,Suki,,Vaugirard,48.85284423230418,2.2939188401329043,Entire home/apt,90,2,3,2016-04-02,0.46,1,134,626.32
19132,9461926,Fantastic Eiffel Tower view,35765319,Brice,,Vaugirard,48.852997330871524,2.2897610695052917,Entire home/apt,79,1,2,2016-06-26,2.0,1,80,625.73
33871,9848933,Apartment Eiffel Tower/70m square,50707260,Marie,,Passy,48.85647969211865,2.284241339531358,Entire home/apt,140,3,8,2016-06-08,1.46,1,197,625.17
5116,788949,Superb Location by Eiffel Tower,2565653,Weis,,Palais-Bourbon,48.85396588602367,2.2975806632925786,Entire home/apt,350,7,39,2016-02-10,0.9,1,20,624.65
18960,13016371,Appartement 15e proche Tour Eiffel,41243450,Meghan,,Vaugirard,48.852761220961725,2.2924513724589963,Entire home/apt,200,1,0,,,1,361,624.18
34519,12706681,Grand appartement parisien ? Passy,19729107,Jeanne & Laetitia,,Passy,48.85808116399412,2.2837766644985753,Entire home/apt,136,1,3,2016-06-20,1.88,1,49,623.47
33575,756756,Trocadero Passy Charming Flat 70sqm,3984068,Mickael,,Passy,48.863816129552916,2.290250532473815,Entire home/apt,120,1,112,2016-07-02,2.79,1,356,623.25
4289,13308703,"agr?able studio,proche tour effeil, champs de mars",73367786,Mehdi,,Palais-Bourbon,48.85698465602437,2.300526019824519,Entire home/apt,60,2,6,2016-06-28,6.0,1,259,622.21
35624,9725518,4-person apartment near Trocadero,7239393,M?lissa,,Passy,48.857789984286605,2.283840885524002,Entire home/apt,200,6,0,,,36,350,621.32
35267,7668137,Studio Cosy Trocad?ro,21571883,Ana?s,,Passy,48.86342189917056,2.288647525988085,Entire home/apt,60,3,12,2016-06-21,1.29,1,206,621.29
35233,7409830,2 bed flat near the Trocadero,23413533,Gaelle,,Passy,48.857853907648504,2.2838411317292144,Entire home/apt,50,3,5,2015-12-20,0.45,1,0,620.6
33361,7559897,Parisian Dream Magnificent View,39628450,Louis Eugene,,Passy,48.86369911030354,2.2897549296452877,Entire home/apt,99,2,15,2016-06-29,1.41,1,355,620.47
4786,10165172,New 2 Rooms - Paris Eiffel Tower,17417388,Ari?,,Palais-Bourbon,48.860708710511396,2.2999897154359727,Entire home/apt,129,4,18,2016-06-15,2.93,4,27,620.42
